class	class_uri	slot	slot_uri	broad_mappings	close_mappings	exact_mappings	mappings	narrow_mappings	abstract	alias	aliases	annotation_expected_value	annotation_occurrence	annotation_preferred_unit	annotation_tooltip	any_of	comments	contributors	description	designates_type	example_values	id_prefixes	identifier	inlined	inlined_as_list	is_a	list_elements_ordered	maximum_cardinality	maximum_value	minimum_cardinality	minimum_value	mixins	multivalued	notes	pattern	range	rank	recommended	required	see_also	slot_group	string_serialization	structured_aliases	structured_pattern.syntax	title	todos
Biosample	nmdc:Biosample	date_last_rain	MIXS:0000786								date last rain	timestamp	1						The date of the last time it rained		2018-05-11:T14:30Z					core field							False			TimestampValue							JsonObj()		date last rain	
Biosample	nmdc:Biosample	density	MIXS:0000435								density	measurement value	1	gram per cubic meter, gram per cubic centimeter					Density of the sample, which is its mass per unit volume (aka volumetric mass density)		1000 kilogram per cubic meter					core field							False			QuantityValue							JsonObj()		density	
Biosample	nmdc:Biosample	depos_env	MIXS:0000992								depositional environment	enumeration	1						"Main depositional environment (https://en.wikipedia.org/wiki/Depositional_environment). If ""other"" is specified, please propose entry in ""additional info"" field"		Continental - Alluvial					core field							False			depos_env_enum							JsonObj()		depositional environment	
Biosample	nmdc:Biosample	depth	MIXS:0000018								depth	measurement value							The vertical distance below local surface, e.g. for sediment or soil samples depth is measured from sediment or soil surface, respectively. Depth can be reported as an interval for subsurface samples.		10 meter					environment field							False			QuantityValue							JsonObj()		depth	
Biosample	nmdc:Biosample	description	dcterms:description																a human-readable description of a thing																	string							JsonObj()			
Biosample	nmdc:Biosample	dew_point	MIXS:0000129								dew point	measurement value	1	degree Celsius					The temperature to which a given parcel of humid air must be cooled, at constant barometric pressure, for water vapor to condense into water.		22 degree Celsius					core field							False			QuantityValue							JsonObj()		dew point	
Biosample	nmdc:Biosample	diether_lipids	MIXS:0000178								diether lipids	diether lipid name;measurement value	m	nanogram per liter					Concentration of diether lipids; can include multiple types of diether lipids		0.2 nanogram per liter				True	core field							True			TextValue						{text};{float} {unit}	JsonObj()		diether lipids	
Biosample	nmdc:Biosample	diss_carb_dioxide	MIXS:0000436								dissolved carbon dioxide	measurement value	1	micromole per liter, milligram per liter					Concentration of dissolved carbon dioxide in the sample or liquid portion of the sample		5 milligram per liter					core field							False			QuantityValue							JsonObj()		dissolved carbon dioxide	
Biosample	nmdc:Biosample	diss_hydrogen	MIXS:0000179								dissolved hydrogen	measurement value	1	micromole per liter					Concentration of dissolved hydrogen		0.3 micromole per liter					core field							False			QuantityValue							JsonObj()		dissolved hydrogen	
Biosample	nmdc:Biosample	diss_inorg_carb	MIXS:0000434								dissolved inorganic carbon	measurement value	1	microgram per liter, milligram per liter, parts per million					Dissolved inorganic carbon concentration in the sample, typically measured after filtering the sample using a 0.45 micrometer filter		2059 micromole per kilogram					core field							False			QuantityValue							JsonObj()		dissolved inorganic carbon	
Biosample	nmdc:Biosample	diss_inorg_nitro	MIXS:0000698								dissolved inorganic nitrogen	measurement value	1	microgram per liter, micromole per liter					Concentration of dissolved inorganic nitrogen		761 micromole per liter					core field							False			QuantityValue							JsonObj()		dissolved inorganic nitrogen	
Biosample	nmdc:Biosample	diss_inorg_phosp	MIXS:0000106								dissolved inorganic phosphorus	measurement value	1	microgram per liter, milligram per liter, parts per million					Concentration of dissolved inorganic phosphorus in the sample		56.5 micromole per liter					core field							False			QuantityValue							JsonObj()		dissolved inorganic phosphorus	
Biosample	nmdc:Biosample	diss_iron	MIXS:0000139								dissolved iron	measurement value	1	milligram per liter					Concentration of dissolved iron in the sample							core field							False			QuantityValue							JsonObj()		dissolved iron	
Biosample	nmdc:Biosample	diss_org_carb	MIXS:0000433								dissolved organic carbon	measurement value	1	micromole per liter, milligram per liter					Concentration of dissolved organic carbon in the sample, liquid portion of the sample, or aqueous phase of the fluid		197 micromole per liter					core field							False			QuantityValue							JsonObj()		dissolved organic carbon	
Biosample	nmdc:Biosample	diss_org_nitro	MIXS:0000162								dissolved organic nitrogen	measurement value	1	microgram per liter, milligram per liter					Dissolved organic nitrogen concentration measured as; total dissolved nitrogen - NH4 - NO3 - NO2		0.05 micromole per liter					core field							False			QuantityValue							JsonObj()		dissolved organic nitrogen	
Biosample	nmdc:Biosample	diss_oxygen	MIXS:0000119								dissolved oxygen	measurement value	1	micromole per kilogram, milligram per liter					Concentration of dissolved oxygen		175 micromole per kilogram					core field							False			QuantityValue							JsonObj()		dissolved oxygen	
Biosample	nmdc:Biosample	diss_oxygen_fluid	MIXS:0000438								dissolved oxygen in fluids	measurement value	1	micromole per kilogram, milligram per liter					Concentration of dissolved oxygen in the oil field produced fluids as it contributes to oxgen-corrosion and microbial activity (e.g. Mic).							core field							False			QuantityValue							JsonObj()		dissolved oxygen in fluids	
Biosample	nmdc:Biosample	dna_absorb1															Recommended value is between 1 and 3.		260/280 measurement of DNA sample purity		2.02					biomaterial_purity										float	7.0	True			JGI-Metagenomics		JsonObj()		DNA absorbance 260/280	
Biosample	nmdc:Biosample	dna_absorb2															Recommended value is between 1 and 3.		260/230 measurement of DNA sample purity		2.02					biomaterial_purity										float	8.0	True			JGI-Metagenomics		JsonObj()		DNA absorbance 260/230	
Biosample	nmdc:Biosample	dna_collect_site																	Provide information on the site your DNA sample was collected from		untreated pond water															string	15.0	True			JGI-Metagenomics	{text}	JsonObj()		DNA collection site	
Biosample	nmdc:Biosample	dna_concentration															Units must be in ng/uL. Enter the numerical part only. Must be calculated using a fluorometric method. Acceptable values are 0-2000.				100								2000.0		0.0					float	5.0	True		nmdc:nucleic_acid_concentration	JGI-Metagenomics		JsonObj()		DNA concentration in ng/ul	
Biosample	nmdc:Biosample	dna_cont_type																	Tube or plate (96-well)		plate															JgiContTypeEnum	10.0	True			JGI-Metagenomics		JsonObj()		DNA container type	
Biosample	nmdc:Biosample	dna_cont_well															Required when 'plate' is selected for container type.|Leave blank if the sample will be shipped in a tube.|JGI will not process samples in corner wells, so A1, A12, H1 and H12 will not pass validation.|For partial plates, fill by columns, like B1-G1,A2-H2,A3-D3 (NOT A2-A11,B1-B8).				B2														^(?!A1$|A12$|H1$|H12$)(([A-H][1-9])|([A-H]1[0-2]))$	string	11.0	True			JGI-Metagenomics	{96 well plate pos}	JsonObj()		DNA plate position	
Biosample	nmdc:Biosample	dna_container_id															Must be unique across all tubes and plates, and <20 characters. All samples in a plate should have the same plate label.				Pond_MT_041618															string	9.0	True			JGI-Metagenomics	{text < 20 characters}	JsonObj()		DNA container label	
Biosample	nmdc:Biosample	dna_dnase															Note DNase treatment is required for all RNA samples.				no															YesNoEnum	13.0	True			JGI-Metagenomics		JsonObj()		DNase treatment DNA	
Biosample	nmdc:Biosample	dna_isolate_meth									Sample Isolation Method								Describe the method/protocol/kit used to extract DNA/RNA.		phenol/chloroform extraction															string	16.0	True			JGI-Metagenomics	{text}	JsonObj()		DNA isolation method	
Biosample	nmdc:Biosample	dna_organisms																	List any organisms known or suspected to grow in co-culture, as well as estimated % of the organism in that culture.		expected to contain microbes (59%) fungi (30%), viruses (10%), tadpoles (1%)															string	14.0	True			JGI-Metagenomics	{text}	JsonObj()		DNA expected organisms	
Biosample	nmdc:Biosample	dna_project_contact															Do not edit these values. A template will be provided by NMDC in which these values have been pre-filled.				John Jones															string	18.0	True			JGI-Metagenomics	{text}	JsonObj()		DNA seq project contact	
Biosample	nmdc:Biosample	dna_samp_id															Do not edit these values. A template will be provided by NMDC in which these values have been pre-filled.				187654															string	3.0	True			JGI-Metagenomics	{text}	JsonObj()		DNA sample ID	Removed identifier = TRUE from dna_samp_ID in JGI_sample_slots, as a class can't have two identifiers. How to force uniqueness? Moot because that column will be prefilled?
Biosample	nmdc:Biosample	dna_sample_format																	Solution in which the DNA sample has been suspended		Water															DNASampleFormatEnum	12.0	True			JGI-Metagenomics		JsonObj()		DNA sample format	
Biosample	nmdc:Biosample	dna_sample_name																	Give the DNA sample a name that is meaningful to you. Sample names must be unique across all JGI projects and contain a-z, A-Z, 0-9, - and _ only.		JGI_pond_041618															string	4.0	True			JGI-Metagenomics	{text}	JsonObj()		DNA sample name	
Biosample	nmdc:Biosample	dna_seq_project									Seq Project ID						Do not edit these values. A template will be provided by NMDC in which these values have been pre-filled.				1191234															string	1.0	True			JGI-Metagenomics	{text}	JsonObj()		DNA seq project ID	
