class	class_uri	slot	slot_uri	close_mappings	exact_mappings	mappings	abstract	alias	aliases	annotation_simple_dict_value	any_of	comments	conforms_to	deprecated	description	domain	example_values	identifier	ifabsent	in_subset	inherited	inlined	is_a	key	list_elements_ordered	multivalued	notes	range	range_expression	rank	readonly	recommended	required	see_also	singular_name	status
anonymous_type_expression		implicit_prefix													Causes the slot value to be interpreted as a uriorcurie after prefixing with this string	slot_expression				SpecificationSubset								string								testing
anonymous_type_expression		maximum_value							high value						For ordinal ranges, the value must be equal to or lower than this	slot_definition				SpecificationSubset|BasicSubset	True						"Range to be refined to an ""Ordinal"" metaclass - see https://github.com/linkml/linkml/issues/1384#issuecomment-1892721142"	Anything								
anonymous_type_expression		minimum_value							low value						For ordinal ranges, the value must be equal to or higher than this	slot_definition				SpecificationSubset|BasicSubset	True						"Range to be refined to an ""Ordinal"" metaclass - see https://github.com/linkml/linkml/issues/1384#issuecomment-1892721142"	Anything								
anonymous_type_expression		none_of			sh:not										holds if none of the expressions hold					SpecificationSubset			boolean_slot			True		anonymous_type_expression		105.0				https://w3id.org/linkml/docs/specification/05validation/#rules		
anonymous_type_expression		pattern													the string value of the slot must conform to this regular expression expressed in the string	definition				SpecificationSubset|BasicSubset	True							string		35.0						
anonymous_type_expression		structured_pattern													the string value of the slot must conform to the regular expression in the pattern expression	definition				SpecificationSubset	True							pattern_expression						https://linkml.io/linkml/schemas/constraints.html#structured-patterns		
anonymous_type_expression		unit	qudt:unit												an encoding of a unit													UnitOfMeasure								
array_expression		aliases	skos:altLabel		schema:alternateName				synonyms|alternate names|alternative labels|designations			not be confused with the metaslot alias.			Alternate names/labels for the element. These do not alter the semantics of the schema, but may be useful to support search and alignment.	element				BasicSubset						True		string								
array_expression		alt_descriptions							alternate definitions						A sourced alternative description for an element	element				BasicSubset		True				True		alt_description								
array_expression		annotations													a collection of tag/text tuples with the semantics of OWL Annotation	annotatable						True	extensions			True		annotation								
array_expression		broad mappings	skos:broadMatch					broad_mappings							A list of terms from different schemas or terminology systems that have broader meaning.						False		mappings			True		uriorcurie								
