projectGoldId	sequencingStrategy	projectStatus	studyGoldId	biosampleGoldId	ncbiBioProjectAccession	ncbiBioSampleAccession	sraExperimentIds
Gp0619679	Targeted Gene Survey	incomplete	Gs0154244	Gb0315843	PRJEB42019	SAMEA7723731	ERX4807426|ERX4803745|ERX4806844|ERX4805411
Gp0619383	Targeted Gene Survey	incomplete	Gs0154244	Gb0315862	PRJEB42019	SAMEA7723414	ERX4807468|ERX4805562|ERX4804905|ERX4803835|ERX4807948|ERX4804119|ERX4805965|ERX4803403|ERX4806930|ERX4806511
Gp0618956	Metagenome	Permanent Draft	Gs0154244	Gb0315862	PRJEB42019	SAMEA7723414	ERX4811086|ERX4812936|ERX4812365|ERX4813723|ERX4814444
Gp0619360	Targeted Gene Survey	incomplete	Gs0154244	Gb0315437	PRJEB42019	SAMEA7723391	ERX4806488|ERX4805487|ERX4807657|ERX4807847|ERX4804042|ERX4803380|ERX4805914|ERX4803812|ERX4806876|ERX4807445|ERX4804851
Gp0618531	Metagenome	Permanent Draft	Gs0154244	Gb0315437	PRJEB42019	SAMEA7723391	ERX4812292|ERX4813649|ERX4811012|ERX4812862
Gp0618552	Metagenome	incomplete	Gs0154244	Gb0315458	PRJEB42019	SAMEA7723739	ERX4814350|ERX4813563
Gp0619687	Targeted Gene Survey	incomplete	Gs0154244	Gb0315458	PRJEB42019	SAMEA7723739	ERX4806851|ERX4805419|ERX4804414|ERX4803753|ERX4809744|ERX4805852|ERX4807434
Gp0619698	Targeted Gene Survey	incomplete	Gs0154244	Gb0315718	PRJEB42019	SAMEA7723798	ERX4809660|ERX4803988|ERX4805433
Gp0619789	Targeted Gene Survey	incomplete	Gs0154244	Gb0315788	PRJEB42019	SAMEA7723889	ERX4805551|ERX4807947|ERX4804108|ERX4805957|ERX4806921|ERX4804896
Gp0618882	Metagenome	Permanent Draft	Gs0154244	Gb0315788	PRJEB42019	SAMEA7723889	ERX4812925|ERX4812355|ERX4813712|ERX4811076
Gp0618512	Metagenome	Permanent Draft	Gs0154244	Gb0315418	PRJEB42019	SAMEA7723444	ERX4813031|ERX4813818|ERX4812443|ERX4811164
Gp0619404	Targeted Gene Survey	incomplete	Gs0154244	Gb0315418	PRJEB42019	SAMEA7723444	ERX4804175|ERX4806540|ERX4805618|ERX4807691|ERX4807880|ERX4803865|ERX4803433|ERX4807497|ERX4806019|ERX4806985|ERX4804960
Gp0619420	Targeted Gene Survey	incomplete	Gs0154244	Gb0315681	PRJEB42019	SAMEA7723467	ERX4806103|ERX4806563|ERX4805044|ERX4804691|ERX4803888|ERX4803456|ERX4807069|ERX4807520
Gp0618775	Metagenome	Permanent Draft	Gs0154244	Gb0315681	PRJEB42019	SAMEA7723467	ERX4813231|ERX4811255|ERX4814018|ERX4812534
Gp0619806	Targeted Gene Survey	incomplete	Gs0154244	Gb0315779	PRJEB42019	SAMEA7723913	ERX4804166|ERX4806015|ERX4806981|ERX4805609|ERX4809791|ERX4804956
Gp0618873	Metagenome	Permanent Draft	Gs0154244	Gb0315779	PRJEB42019	SAMEA7723913	ERX4813812|ERX4811151|ERX4812430|ERX4813025
Gp0618513	Metagenome	Permanent Draft	Gs0154244	Gb0315419	PRJEB42019	SAMEA7723916	ERX4811155|ERX4812434
Gp0619809	Targeted Gene Survey	incomplete	Gs0154244	Gb0315419	PRJEB42019	SAMEA7723916	ERX4804170|ERX4805613|ERX4807960
Gp0619812	Targeted Gene Survey	incomplete	Gs0154244	Gb0315422	PRJEB42019	SAMEA7723920	ERX4807689|ERX4807878|ERX4804173|ERX4804959|ERX4805616|ERX4806018|ERX4806984
Gp0618516	Metagenome	Permanent Draft	Gs0154244	Gb0315422	PRJEB42019	SAMEA7723920	ERX4813816|ERX4811162|ERX4812441|ERX4813029
Gp0619477	Targeted Gene Survey	incomplete	Gs0154244	Gb0315884	PRJEB42019	SAMEA7723526	ERX4807578|ERX4804320|ERX4809823|ERX4805760|ERX4803947|ERX4806186|ERX4807151|ERX4803515|ERX4805127|ERX4806621
Gp0618978	Metagenome	Permanent Draft	Gs0154244	Gb0315884	PRJEB42019	SAMEA7723526	ERX4813409|ERX4814196|ERX4811390|ERX4812669|ERX4814597
Gp0619489	Targeted Gene Survey	incomplete	Gs0154244	Gb0315896	PRJEB42019	SAMEA7723538	ERX4805145|ERX4805781|ERX4804341|ERX4809728|ERX4803959|ERX4803527|ERX4807590|ERX4806204|ERX4806633|ERX4807169
Gp0618990	Metagenome	Permanent Draft	Gs0154244	Gb0315896	PRJEB42019	SAMEA7723538	ERX4811409|ERX4814618|ERX4814217|ERX4813430|ERX4812688
Gp0619499	Targeted Gene Survey	incomplete	Gs0154244	Gb0315452	PRJEB42019	SAMEA7723548	ERX4807600|ERX4807822|ERX4803969|ERX4804416|ERX4803537|ERX4805180|ERX4805854|ERX4806239|ERX4807203
Gp0618546	Metagenome	incomplete	Gs0154244	Gb0315452	PRJEB42019	SAMEA7723548	ERX4814352|ERX4813565
Gp0619725	Targeted Gene Survey	incomplete	Gs0154244	Gb0315522	PRJEB42019	SAMEA7723825	ERX4805460|ERX4807741|ERX4804015
Gp0619365	Targeted Gene Survey	incomplete	Gs0154244	Gb0315749	PRJEB42019	SAMEA7723396	ERX4803385|ERX4805497|ERX4803592|ERX4803817|ERX4809769|ERX4804052|ERX4806493|ERX4807274|ERX4807450|ERX4805258
Gp0618843	Metagenome	Permanent Draft	Gs0154244	Gb0315749	PRJEB42019	SAMEA7723396	ERX4813659|ERX4811024|ERX4812872|ERX4812304
Gp0619734	Targeted Gene Survey	incomplete	Gs0154244	Gb0315531	PRJEB42019	SAMEA7723834	ERX4804024|ERX4809767|ERX4805469
Gp0619735	Targeted Gene Survey	incomplete	Gs0154244	Gb0315532	PRJEB42019	SAMEA7723835	ERX4807743|ERX4805470|ERX4804025
Gp0619516	Targeted Gene Survey	incomplete	Gs0154244	Gb0315469	PRJEB42019	SAMEA7723565	ERX4805220|ERX4807243|ERX4803554
Gp0619004	Metagenome	Permanent Draft	Gs0154244	Gb0315910	PRJEB42019	SAMEA7723629	ERX4814483|ERX4813083|ERX4813870
Gp0619577	Targeted Gene Survey	incomplete	Gs0154244	Gb0315910	PRJEB42019	SAMEA7723629	ERX4804560|ERX4803628|ERX4806330|ERX4805294|ERX4806728|ERX4807310
Gp0619747	Targeted Gene Survey	incomplete	Gs0154244	Gb0315744	PRJEB42019	SAMEA7723847	ERX4807844|ERX4805482|ERX4807654|ERX4804037
Gp0619852	Targeted Gene Survey	incomplete	Gs0154244	Gb0315656	PRJEB42019	SAMEA7723970	ERX4804277|ERX4806145|ERX4809816|ERX4805086|ERX4807110
Gp0618750	Metagenome	Permanent Draft	Gs0154244	Gb0315656	PRJEB42019	SAMEA7723970	ERX4811317|ERX4812596|ERX4813316|ERX4814103
Gp0619546	Targeted Gene Survey	incomplete	Gs0154244	Gb0315499	PRJEB42019	SAMEA7723595	ERX4803584|ERX4805250|ERX4807268
Gp0620160	Targeted Gene Survey	incomplete	Gs0154244	Gb0315637	PRJEB42019	SAMEA7724450	ERX4806867
Gp0620164	Targeted Gene Survey	incomplete	Gs0154244	Gb0315641	PRJEB42019	SAMEA7724454	ERX4806871
Gp0618753	Metagenome	incomplete	Gs0154244	Gb0315659	PRJEB42019	SAMEA7724323	ERX4813447|ERX4814234
Gp0620056	Targeted Gene Survey	incomplete	Gs0154244	Gb0315659	PRJEB42019	SAMEA7724323	ERX4806462|ERX4804795
Gp0619965	Targeted Gene Survey	incomplete	Gs0154244	Gb0315548	PRJEB42019	SAMEA7724083	ERX4804474
Gp0618758	Metagenome	incomplete	Gs0154244	Gb0315664	PRJEB42019	SAMEA7724328	ERX4814239|ERX4813452
Gp0620061	Targeted Gene Survey	incomplete	Gs0154244	Gb0315664	PRJEB42019	SAMEA7724328	ERX4806465|ERX4804800
Gp0619935	Targeted Gene Survey	incomplete	Gs0154244	Gb0315701	PRJEB42019	SAMEA7724053	ERX4805871|ERX4807218|ERX4806254|ERX4805195|ERX4807729|ERX4807918|ERX4804433
Gp0618795	Metagenome	Permanent Draft	Gs0154244	Gb0315701	PRJEB42019	SAMEA7724053	ERX4813582|ERX4812807|ERX4811528|ERX4814369
Gp0620068	Targeted Gene Survey	incomplete	Gs0154244	Gb0315856	PRJEB42019	SAMEA7724353	ERX4804829|ERX4806482
Gp0618950	Metagenome	Permanent Draft	Gs0154244	Gb0315856	PRJEB42019	SAMEA7724353	ERX4812759|ERX4811480
Gp0619910	Targeted Gene Survey	incomplete	Gs0154244	Gb0315415	PRJEB42019	SAMEA7724028	ERX4809739|ERX4804394|ERX4805832
Gp0620001	Targeted Gene Survey	incomplete	Gs0154244	Gb0315993	PRJEB42019	SAMEA7724146	ERX4804551|ERX4806324
Gp0619087	Metagenome	incomplete	Gs0154244	Gb0315993	PRJEB42019	SAMEA7724146	ERX4813074|ERX4814474|ERX4813861
Gp0620004	Targeted Gene Survey	incomplete	Gs0154244	Gb0315996	PRJEB42019	SAMEA7724149	ERX4804555
Gp0619090	Metagenome	Permanent Draft	Gs0154244	Gb0315996	PRJEB42019	SAMEA7724149	ERX4813865|ERX4813078|ERX4814478
Gp0619092	Metagenome	Permanent Draft	Gs0154244	Gb0315998	PRJEB42019	SAMEA7724151	ERX4813081|ERX4813868|ERX4814481
Gp0620006	Targeted Gene Survey	incomplete	Gs0154244	Gb0315998	PRJEB42019	SAMEA7724151	ERX4804558|ERX4806328
Gp0619095	Metagenome	Permanent Draft	Gs0154244	Gb0316001	PRJEB42019	SAMEA7724154	ERX4813086|ERX4814486|ERX4813873
Gp0620009	Targeted Gene Survey	incomplete	Gs0154244	Gb0316001	PRJEB42019	SAMEA7724154	ERX4804563|ERX4806332
Gp0620031	Targeted Gene Survey	incomplete	Gs0154244	Gb0316023	PRJEB42019	SAMEA7724176	ERX4805001|ERX4806060|ERX4804610|ERX4806359|ERX4807026
Gp0619117	Metagenome	Permanent Draft	Gs0154244	Gb0316023	PRJEB42019	SAMEA7724176	ERX4813131|ERX4813918|ERX4814531
Gp0620036	Targeted Gene Survey	incomplete	Gs0154244	Gb0316028	PRJEB42019	SAMEA7724181	ERX4806065|ERX4807031|ERX4804623|ERX4805006|ERX4806368
Gp0619122	Metagenome	Permanent Draft	Gs0154244	Gb0316028	PRJEB42019	SAMEA7724181	ERX4813931|ERX4813144|ERX4814544
Gp0619130	Metagenome	Permanent Draft	Gs0154244	Gb0316036	PRJEB42019	SAMEA7724189	ERX4814556|ERX4813943|ERX4813156
Gp0620044	Targeted Gene Survey	incomplete	Gs0154244	Gb0316036	PRJEB42019	SAMEA7724189	ERX4807039|ERX4805014|ERX4806375|ERX4806073|ERX4804635
Gp0620119	Targeted Gene Survey	incomplete	Gs0154244	Gb0315596	PRJEB42019	SAMEA7724409	ERX4806656
Gp0620137	Targeted Gene Survey	incomplete	Gs0154244	Gb0315614	PRJEB42019	SAMEA7724427	ERX4806674
Gp0620076	Targeted Gene Survey	incomplete	Gs0154244	Gb0315570	PRJEB42019	SAMEA7724361	ERX4804839
Gp0618664	Metagenome	incomplete	Gs0154244	Gb0315570	PRJEB42019	SAMEA7724361	ERX4813636|ERX4812849
Gp0620077	Targeted Gene Survey	incomplete	Gs0154244	Gb0315571	PRJEB42019	SAMEA7724362	ERX4804840
Gp0618665	Metagenome	incomplete	Gs0154244	Gb0315571	PRJEB42019	SAMEA7724362	ERX4813637|ERX4812850
Gp0620080	Targeted Gene Survey	incomplete	Gs0154244	Gb0315574	PRJEB42019	SAMEA7724365	ERX4804843
Gp0618668	Metagenome	incomplete	Gs0154244	Gb0315574	PRJEB42019	SAMEA7724365	ERX4813640|ERX4812853
Gp0620121	Targeted Gene Survey	incomplete	Gs0154244	Gb0315598	PRJEB42019	SAMEA7724411	ERX4806658
Gp0620138	Targeted Gene Survey	incomplete	Gs0154244	Gb0315615	PRJEB42019	SAMEA7724428	ERX4806675
Gp0620112	Targeted Gene Survey	incomplete	Gs0154244	Gb0315589	PRJEB42019	SAMEA7724397	ERX4805906
Gp0619953	Targeted Gene Survey	incomplete	Gs0154244	Gb0315707	PRJEB42019	SAMEA7724071	ERX4806277|ERX4804462
Gp0452755	Metagenome	incomplete	Gs0154244	Gb0240129	PRJEB42019	SAMEA7724106	ERX4812978|ERX4813765
Gp0619189	Targeted Gene Survey	incomplete	Gs0154244	Gb0240129	PRJEB42019	SAMEA7724106	ERX4806004|ERX4806969|ERX4804944|ERX4804500
Gp0452550	Metagenome	Permanent Draft	Gs0154244	Gb0239924	PRJEB42019	SAMEA7724303	ERX4812627|ERX4814152|ERX4811348|ERX4813365
Gp0619315	Targeted Gene Survey	incomplete	Gs0154244	Gb0239924	PRJEB42019	SAMEA7724303	ERX4806451|ERX4804775
Gp0619200	Targeted Gene Survey	incomplete	Gs0154244	Gb0239963	PRJEB42019	SAMEA7724117	ERX4804512
Gp0452589	Metagenome	Permanent Draft	Gs0154244	Gb0239963	PRJEB42019	SAMEA7724117	ERX4812991|ERX4813778|ERX4812414|ERX4811135
Gp0619262	Targeted Gene Survey	incomplete	Gs0154244	Gb0239982	PRJEB42019	SAMEA7724250	ERX4804722
Gp0452608	Metagenome	Permanent Draft	Gs0154244	Gb0239982	PRJEB42019	SAMEA7724250	ERX4813297|ERX4814084
Gp0452619	Metagenome	incomplete	Gs0154244	Gb0239993	PRJEB42019	SAMEA7724261	ERX4814110|ERX4813323
Gp0619273	Targeted Gene Survey	incomplete	Gs0154244	Gb0239993	PRJEB42019	SAMEA7724261	ERX4806431|ERX4804733
Gp0452621	Metagenome	Permanent Draft	Gs0154244	Gb0239995	PRJEB42019	SAMEA7724263	ERX4813325|ERX4812601|ERX4814112|ERX4811322
Gp0619275	Targeted Gene Survey	incomplete	Gs0154244	Gb0239995	PRJEB42019	SAMEA7724263	ERX4806432|ERX4804735
Gp0452632	Metagenome	incomplete	Gs0154244	Gb0240006	PRJEB42019	SAMEA7724274	ERX4813336|ERX4814123
Gp0619286	Targeted Gene Survey	incomplete	Gs0154244	Gb0240006	PRJEB42019	SAMEA7724274	ERX4804746|ERX4806436
Gp0619305	Targeted Gene Survey	incomplete	Gs0154244	Gb0240020	PRJEB42019	SAMEA7724293	ERX4804765|ERX4806446
Gp0452646	Metagenome	Permanent Draft	Gs0154244	Gb0240020	PRJEB42019	SAMEA7724293	ERX4814142|ERX4812619|ERX4811340|ERX4813355
Gp0452692	Metagenome	Permanent Draft	Gs0154244	Gb0240066	PRJEB42019	SAMEA7724205	ERX4813175|ERX4811205|ERX4813962|ERX4812484
Gp0619222	Targeted Gene Survey	incomplete	Gs0154244	Gb0240066	PRJEB42019	SAMEA7724205	ERX4806386|ERX4804654
Gp0619186	Targeted Gene Survey	incomplete	Gs0154244	Gb0240116	PRJEB42019	SAMEA7724103	ERX4804494|ERX4805991|ERX4806956|ERX4804931
Gp0452742	Metagenome	incomplete	Gs0154244	Gb0240116	PRJEB42019	SAMEA7724103	ERX4812965|ERX4813752
Gp0619171	Targeted Gene Survey	incomplete	Gs0154244	Gb0240121	PRJEB42019	SAMEA7723904	ERX4806961|ERX4804936|ERX4807681|ERX4807870|ERX4805996|ERX4805589|ERX4804147
Gp0452747	Metagenome	Permanent Draft	Gs0154244	Gb0240121	PRJEB42019	SAMEA7723904	ERX4811118|ERX4813757|ERX4812970|ERX4812397
Gp0452559	Metagenome	Permanent Draft	Gs0154244	Gb0239933	PRJEB42019	SAMEA7723477	ERX4813248|ERX4811276|ERX4814035|ERX4812555
Gp0619163	Targeted Gene Survey	incomplete	Gs0154244	Gb0239933	PRJEB42019	SAMEA7723477	ERX4806573|ERX4805670|ERX4804228|ERX4803898|ERX4803466|ERX4807970|ERX4807530
Gp0619295	Targeted Gene Survey	incomplete	Gs0154244	Gb0239935	PRJEB42019	SAMEA7724283	ERX4804755
Gp0452561	Metagenome	Permanent Draft	Gs0154244	Gb0239935	PRJEB42019	SAMEA7724283	ERX4814132|ERX4811332|ERX4812611|ERX4813345
Gp0452585	Metagenome	Permanent Draft	Gs0154244	Gb0239959	PRJEB42019	SAMEA7724113	ERX4812987|ERX4813774
Gp0619196	Targeted Gene Survey	incomplete	Gs0154244	Gb0239959	PRJEB42019	SAMEA7724113	ERX4804508
Gp0452609	Metagenome	incomplete	Gs0154244	Gb0239983	PRJEB42019	SAMEA7724251	ERX4814085|ERX4813298
Gp0619263	Targeted Gene Survey	incomplete	Gs0154244	Gb0239983	PRJEB42019	SAMEA7724251	ERX4804723|ERX4806424
Gp0452614	Metagenome	Permanent Draft	Gs0154244	Gb0239988	PRJEB42019	SAMEA7724256	ERX4811309|ERX4813303|ERX4814090|ERX4812588
Gp0619268	Targeted Gene Survey	incomplete	Gs0154244	Gb0239988	PRJEB42019	SAMEA7724256	ERX4804728|ERX4806428
Gp0452625	Metagenome	incomplete	Gs0154244	Gb0239999	PRJEB42019	SAMEA7724267	ERX4813329|ERX4814116
Gp0619279	Targeted Gene Survey	incomplete	Gs0154244	Gb0239999	PRJEB42019	SAMEA7724267	ERX4804739|ERX4806435
Gp0452626	Metagenome	Permanent Draft	Gs0154244	Gb0240000	PRJEB42019	SAMEA7724268	ERX4812602|ERX4813330|ERX4814117|ERX4811323
Gp0619280	Targeted Gene Survey	incomplete	Gs0154244	Gb0240000	PRJEB42019	SAMEA7724268	ERX4804740
Gp0452629	Metagenome	incomplete	Gs0154244	Gb0240003	PRJEB42019	SAMEA7724271	ERX4814120|ERX4813333
Gp0619283	Targeted Gene Survey	incomplete	Gs0154244	Gb0240003	PRJEB42019	SAMEA7724271	ERX4804743
Gp0619303	Targeted Gene Survey	incomplete	Gs0154244	Gb0240018	PRJEB42019	SAMEA7724291	ERX4804763
Gp0452644	Metagenome	Permanent Draft	Gs0154244	Gb0240018	PRJEB42019	SAMEA7724291	ERX4811338|ERX4812617|ERX4814140|ERX4813353
Gp0452645	Metagenome	Permanent Draft	Gs0154244	Gb0240019	PRJEB42019	SAMEA7724292	ERX4814141|ERX4811339|ERX4812618|ERX4813354
Gp0619304	Targeted Gene Survey	incomplete	Gs0154244	Gb0240019	PRJEB42019	SAMEA7724292	ERX4804764|ERX4806445
Gp0452668	Metagenome	Permanent Draft	Gs0154244	Gb0240042	PRJEB42019	SAMEA7724338	ERX4813462|ERX4811430|ERX4814249|ERX4812709
Gp0619340	Targeted Gene Survey	incomplete	Gs0154244	Gb0240042	PRJEB42019	SAMEA7724338	ERX4804810
Gp0452681	Metagenome	incomplete	Gs0154244	Gb0240055	PRJEB42019	SAMEA7724220	ERX4813977|ERX4813190
Gp0619237	Targeted Gene Survey	incomplete	Gs0154244	Gb0240055	PRJEB42019	SAMEA7724220	ERX4806393|ERX4804669
Gp0452698	Metagenome	Permanent Draft	Gs0154244	Gb0240072	PRJEB42019	SAMEA7724199	ERX4813956|ERX4811199|ERX4812478|ERX4813169
Gp0619216	Targeted Gene Survey	incomplete	Gs0154244	Gb0240072	PRJEB42019	SAMEA7724199	ERX4804648
Gp0619159	Targeted Gene Survey	incomplete	Gs0154244	Gb0240080	PRJEB42019	SAMEA7723448	ERX4807501|ERX4805630|ERX4806024|ERX4804187|ERX4806990|ERX4803869|ERX4803437|ERX4804965|ERX4807773|ERX4806544
Gp0452706	Metagenome	Permanent Draft	Gs0154244	Gb0240080	PRJEB42019	SAMEA7723448	ERX4813827|ERX4811180|ERX4812459|ERX4813040
Gp0619161	Targeted Gene Survey	incomplete	Gs0154244	Gb0240082	PRJEB42019	SAMEA7723450	ERX4806026|ERX4804189|ERX4806992|ERX4807503|ERX4803439|ERX4804967|ERX4809795|ERX4806546|ERX4803871|ERX4805632
Gp0452708	Metagenome	Permanent Draft	Gs0154244	Gb0240082	PRJEB42019	SAMEA7723450	ERX4813042|ERX4813829|ERX4812461|ERX4811182
Gp0619238	Targeted Gene Survey	incomplete	Gs0154244	Gb0240085	PRJEB42019	SAMEA7724221	ERX4804670|ERX4806394
Gp0452711	Metagenome	Permanent Draft	Gs0154244	Gb0240085	PRJEB42019	SAMEA7724221	ERX4811218|ERX4813191|ERX4813978|ERX4812497
Gp0619224	Targeted Gene Survey	incomplete	Gs0154244	Gb0240091	PRJEB42019	SAMEA7724207	ERX4806387|ERX4804656
Gp0452717	Metagenome	Permanent Draft	Gs0154244	Gb0240091	PRJEB42019	SAMEA7724207	ERX4811207|ERX4812486|ERX4813964|ERX4813177
Gp0619234	Targeted Gene Survey	incomplete	Gs0154244	Gb0240094	PRJEB42019	SAMEA7724217	ERX4804666
Gp0452720	Metagenome	Permanent Draft	Gs0154244	Gb0240094	PRJEB42019	SAMEA7724217	ERX4811217|ERX4813187|ERX4813974|ERX4812496
Gp0452734	Metagenome	incomplete	Gs0154244	Gb0240108	PRJEB42019	SAMEA7724405	ERX4813009|ERX4813796
Gp0619354	Targeted Gene Survey	incomplete	Gs0154244	Gb0240108	PRJEB42019	SAMEA7724405	ERX4806308
Gp0619355	Targeted Gene Survey	incomplete	Gs0154244	Gb0240109	PRJEB42019	SAMEA7724406	ERX4806309
Gp0452735	Metagenome	incomplete	Gs0154244	Gb0240109	PRJEB42019	SAMEA7724406	ERX4813010|ERX4813797
Gp0452743	Metagenome	Permanent Draft	Gs0154244	Gb0240117	PRJEB42019	SAMEA7723430	ERX4812966|ERX4812393|ERX4813753|ERX4811114
Gp0619149	Targeted Gene Survey	incomplete	Gs0154244	Gb0240117	PRJEB42019	SAMEA7723430	ERX4805992|ERX4804495|ERX4803419|ERX4806957|ERX4807484|ERX4806526|ERX4804932|ERX4803851
Gp0578335	Metagenome	incomplete	Gs0154244	Gb0297390	PRJEB42019	SAMEA7723896	ERX4811097|ERX4812947|ERX4812376|ERX4813734
Gp0619796	Targeted Gene Survey	incomplete	Gs0154244	Gb0297390	PRJEB42019	SAMEA7723896	ERX4807677|ERX4807866|ERX4804915|ERX4804129|ERX4805975|ERX4806940
Gp0619444	Targeted Gene Survey	incomplete	Gs0154244	Gb0297347	PRJEB42019	SAMEA7723493	ERX4807545|ERX4809712|ERX4803482|ERX4803691|ERX4803914|ERX4806791|ERX4807373|ERX4805701|ERX4804259|ERX4805357|ERX4806588
Gp0577896	Metagenome	incomplete	Gs0154244	Gb0297347	PRJEB42019	SAMEA7723493	ERX4813272|ERX4811294|ERX4812573|ERX4814059
Gp0578115	Metagenome	incomplete	Gs0154244	Gb0297366	PRJEB42019	SAMEA7723560	ERX4812829|ERX4814393|ERX4813606|ERX4811550
Gp0619511	Targeted Gene Survey	incomplete	Gs0154244	Gb0297366	PRJEB42019	SAMEA7723560	ERX4803760|ERX4807612|ERX4803549|ERX4806858|ERX4805426|ERX4807441|ERX4809852|ERX4804457|ERX4803981|ERX4806654|ERX4805895
Gp0619795	Targeted Gene Survey	incomplete	Gs0154244	Gb0297389	PRJEB42019	SAMEA7723895	ERX4805971|ERX4806936|ERX4804911|ERX4805569|ERX4807951|ERX4804125
Gp0578334	Metagenome	incomplete	Gs0154244	Gb0297389	PRJEB42019	SAMEA7723895	ERX4811093|ERX4812943|ERX4812372|ERX4813730
Gp0578392	Metagenome	incomplete	Gs0154244	Gb0297447	PRJEB42019	SAMEA7724029	ERX4812777|ERX4811498
Gp0619911	Targeted Gene Survey	incomplete	Gs0154244	Gb0297447	PRJEB42019	SAMEA7724029	ERX4804395|ERX4809838|ERX4805833
Gp0619394	Targeted Gene Survey	incomplete	Gs0154244	Gb0297328	PRJEB42019	SAMEA7723425	ERX4807479|ERX4806521|ERX4807765|ERX4805981|ERX4803846|ERX4806946|ERX4803414|ERX4804921|ERX4804137|ERX4805579
Gp0577708	Metagenome	incomplete	Gs0154244	Gb0297328	PRJEB42019	SAMEA7723425	ERX4812955|ERX4812384|ERX4813742|ERX4811105
Gp0578319	Metagenome	incomplete	Gs0154244	Gb0297388	PRJEB42019	SAMEA7723894	ERX4811092|ERX4813729|ERX4812371|ERX4812942
Gp0619794	Targeted Gene Survey	incomplete	Gs0154244	Gb0297388	PRJEB42019	SAMEA7723894	ERX4805970|ERX4806935|ERX4804910|ERX4805568|ERX4807950|ERX4804124
Gp0578340	Metagenome	incomplete	Gs0154244	Gb0297395	PRJEB42019	SAMEA7723929	ERX4812504|ERX4813986|ERX4813199|ERX4811225
Gp0619817	Targeted Gene Survey	incomplete	Gs0154244	Gb0297395	PRJEB42019	SAMEA7723929	ERX4807887|ERX4806079|ERX4805020|ERX4807045|ERX4805645|ERX4807698|ERX4804202
Gp0578361	Metagenome	incomplete	Gs0154244	Gb0297416	PRJEB42019	SAMEA7723955	ERX4812557|ERX4811278
Gp0619837	Targeted Gene Survey	incomplete	Gs0154244	Gb0297416	PRJEB42019	SAMEA7723955	ERX4805677|ERX4807972|ERX4804235
Gp0619853	Targeted Gene Survey	incomplete	Gs0154244	Gb0297427	PRJEB42019	SAMEA7723971	ERX4805089|ERX4804280|ERX4807113|ERX4807983|ERX4805720|ERX4806148
Gp0578372	Metagenome	incomplete	Gs0154244	Gb0297427	PRJEB42019	SAMEA7723971	ERX4813369|ERX4811352|ERX4814156|ERX4812631
Gp0578379	Metagenome	incomplete	Gs0154244	Gb0297434	PRJEB42019	SAMEA7724002	ERX4812724|ERX4814265|ERX4813478|ERX4811445
Gp0619884	Targeted Gene Survey	incomplete	Gs0154244	Gb0297434	PRJEB42019	SAMEA7724002	ERX4809828|ERX4807173|ERX4806208|ERX4804346|ERX4805149|ERX4805786
Gp0619392	Targeted Gene Survey	incomplete	Gs0154244	Gb0297326	PRJEB42019	SAMEA7723423	ERX4803605|ERX4805271|ERX4803844|ERX4806705|ERX4809784|ERX4807287|ERX4803412|ERX4807477|ERX4804135|ERX4805577
Gp0577675	Metagenome	incomplete	Gs0154244	Gb0297326	PRJEB42019	SAMEA7723423	ERX4812382|ERX4812953|ERX4811103|ERX4813740
Gp0577831	Metagenome	incomplete	Gs0154244	Gb0297339	PRJEB42019	SAMEA7723485	ERX4813260|ERX4811286|ERX4814047|ERX4812565
Gp0619436	Targeted Gene Survey	incomplete	Gs0154244	Gb0297339	PRJEB42019	SAMEA7723485	ERX4805058|ERX4803474|ERX4803906|ERX4807082|ERX4807538|ERX4804247|ERX4805689|ERX4806117|ERX4807785
Gp0578410	Metagenome	incomplete	Gs0154244	Gb0297465	PRJEB42019	SAMEA7724060	ERX4814384|ERX4811541|ERX4812820|ERX4813597
Gp0619942	Targeted Gene Survey	incomplete	Gs0154244	Gb0297465	PRJEB42019	SAMEA7724060	ERX4806266|ERX4807230|ERX4809850|ERX4805207|ERX4804448|ERX4805886
Gp0578044	Metagenome	incomplete	Gs0154244	Gb0297360	PRJEB42019	SAMEA7723554	ERX4812813|ERX4813589|ERX4814376|ERX4811534
Gp0619505	Targeted Gene Survey	incomplete	Gs0154244	Gb0297360	PRJEB42019	SAMEA7723554	ERX4805200|ERX4804440|ERX4807826|ERX4807606|ERX4805878|ERX4806648|ERX4803975|ERX4803543|ERX4807223|ERX4806259
Gp0578416	Metagenome	incomplete	Gs0154244	Gb0297471	PRJEB42019	SAMEA7724066	ERX4811549|ERX4812828|ERX4814392|ERX4813605
Gp0619948	Targeted Gene Survey	incomplete	Gs0154244	Gb0297471	PRJEB42019	SAMEA7724066	ERX4805894|ERX4807238|ERX4806274|ERX4809753|ERX4804456|ERX4805215
Gp0578384	Metagenome	incomplete	Gs0154244	Gb0297439	PRJEB42019	SAMEA7724007	ERX4814274|ERX4812733|ERX4813487|ERX4811454
Gp0619889	Targeted Gene Survey	incomplete	Gs0154244	Gb0297439	PRJEB42019	SAMEA7724007	ERX4805795|ERX4805156|ERX4809830|ERX4807179|ERX4804355|ERX4806215
Gp0578393	Metagenome	incomplete	Gs0154244	Gb0297448	PRJEB42019	SAMEA7724030	ERX4812778|ERX4811499
