Number	Item	Vote	Comments	Filename
7.7	Subgroup analysis	Yes	Reports analysis by functional categories.	Limnology   Oceanography - 2019 - Linz - Time‐series metatranscriptomes reveal conserved patterns between phototrophic and.tsv
7.8	Sensitivity analyses	No	No sensitivity analyses reported.	Limnology   Oceanography - 2019 - Linz - Time‐series metatranscriptomes reveal conserved patterns between phototrophic and.tsv
7.9	Criteria for significance	Yes	States p-value cutoffs.	Limnology   Oceanography - 2019 - Linz - Time‐series metatranscriptomes reveal conserved patterns between phototrophic and.tsv
8.0	Metadata access	Yes	States data available via OSF.	Limnology   Oceanography - 2019 - Linz - Time‐series metatranscriptomes reveal conserved patterns between phototrophic and.tsv
8.1	Host data access (if applicable)	NA	No host data involved.	Limnology   Oceanography - 2019 - Linz - Time‐series metatranscriptomes reveal conserved patterns between phototrophic and.tsv
8.2	Raw data access	Yes	States sequence data available via JGI.	Limnology   Oceanography - 2019 - Linz - Time‐series metatranscriptomes reveal conserved patterns between phototrophic and.tsv
8.3	Processed data access	Yes	States processed data available via OSF.	Limnology   Oceanography - 2019 - Linz - Time‐series metatranscriptomes reveal conserved patterns between phototrophic and.tsv
8.4	Software & source code access	Yes	Code available on GitHub.	Limnology   Oceanography - 2019 - Linz - Time‐series metatranscriptomes reveal conserved patterns between phototrophic and.tsv
8.5	Reproducible research	Yes	Methods and code provided for reproducibility.	Limnology   Oceanography - 2019 - Linz - Time‐series metatranscriptomes reveal conserved patterns between phototrophic and.tsv
9.0	Descriptive data	Yes	Reports environmental parameters for each lake.	Limnology   Oceanography - 2019 - Linz - Time‐series metatranscriptomes reveal conserved patterns between phototrophic and.tsv
10.0	Microbiome sequencing data	NA	Not a microbiome sequencing study.	Limnology   Oceanography - 2019 - Linz - Time‐series metatranscriptomes reveal conserved patterns between phototrophic and.tsv
10.1	Metabolomics, proteomics, & other omics data	Yes	Reports metatranscriptomic results.	Limnology   Oceanography - 2019 - Linz - Time‐series metatranscriptomes reveal conserved patterns between phototrophic and.tsv
10.2	Statistical analyses	Yes	Reports statistical test results.	Limnology   Oceanography - 2019 - Linz - Time‐series metatranscriptomes reveal conserved patterns between phototrophic and.tsv
10.3	Figures, tables, & captions	Yes	Clear figures and detailed captions.	Limnology   Oceanography - 2019 - Linz - Time‐series metatranscriptomes reveal conserved patterns between phototrophic and.tsv
11.0	Key results	Yes	Clear summary of major findings.	Limnology   Oceanography - 2019 - Linz - Time‐series metatranscriptomes reveal conserved patterns between phototrophic and.tsv
11.1	Interpretation	Yes	Thorough discussion of results and implications.	Limnology   Oceanography - 2019 - Linz - Time‐series metatranscriptomes reveal conserved patterns between phototrophic and.tsv
11.2	Limitations	Yes	Discusses technical limitations.	Limnology   Oceanography - 2019 - Linz - Time‐series metatranscriptomes reveal conserved patterns between phototrophic and.tsv
11.3	Generalizability	Yes	Discusses broader implications.	Limnology   Oceanography - 2019 - Linz - Time‐series metatranscriptomes reveal conserved patterns between phototrophic and.tsv
12.0	Ongoing & future work	Yes	Outlines future research directions.	Limnology   Oceanography - 2019 - Linz - Time‐series metatranscriptomes reveal conserved patterns between phototrophic and.tsv
13.0	Conclusions	Yes	Clear conclusions provided.	Limnology   Oceanography - 2019 - Linz - Time‐series metatranscriptomes reveal conserved patterns between phototrophic and.tsv
14.0	Acknowledgements	Yes	Comprehensive acknowledgements section.	Limnology   Oceanography - 2019 - Linz - Time‐series metatranscriptomes reveal conserved patterns between phototrophic and.tsv
14.1	Funding	Yes	Details funding sources.	Limnology   Oceanography - 2019 - Linz - Time‐series metatranscriptomes reveal conserved patterns between phototrophic and.tsv
15.0	Conflicts of interest	Yes	States no conflicts.	Limnology   Oceanography - 2019 - Linz - Time‐series metatranscriptomes reveal conserved patterns between phototrophic and.tsv
16.0	Supplementary data & files	Yes	References supplementary materials.	Limnology   Oceanography - 2019 - Linz - Time‐series metatranscriptomes reveal conserved patterns between phototrophic and.tsv
17.0	Sample & data availability	Yes	Data availability statement provided.	Limnology   Oceanography - 2019 - Linz - Time‐series metatranscriptomes reveal conserved patterns between phototrophic and.tsv
18.0	AI usage	No	No mention of AI usage.	Limnology   Oceanography - 2019 - Linz - Time‐series metatranscriptomes reveal conserved patterns between phototrophic and.tsv
1.0	Structured or unstructured abstract	Yes	The manuscript contains an unstructured abstract that includes background, methods, results, and significance	s41597-024-03069-7.tsv
1.1	Study design	Yes	Study design is stated in abstract - describes sampling from common gardens with different P. trichocarpa genotypes	s41597-024-03069-7.tsv
1.2	Environmental & sample information	Yes	Abstract describes environmental systems (soil, rhizosphere, root endosphere, leaf samples) and Populus trichocarpa as the studied organism	s41597-024-03069-7.tsv
1.3	Host information	Yes	Abstract mentions 27 different P. trichocarpa genotypes and the number of samples collected	s41597-024-03069-7.tsv
1.4	Experiments & omics methods	Yes	Abstract describes metagenomics, metabolomics, transcriptomics approaches used	s41597-024-03069-7.tsv
1.5	Analyses & results	Yes	Abstract summarizes analyses performed and describes integrated dataset results	s41597-024-03069-7.tsv
2.0	Background & rationale	Yes	Background section provides thorough motivation and context, with citations to previous work	s41597-024-03069-7.tsv
2.1	Hypotheses or questions	Yes	States aim to understand causal linkages between molecular events and ecosystem processes	s41597-024-03069-7.tsv
3.0	Study design	Yes	Methods section describes observational study design across two common garden locations with different environmental conditions	s41597-024-03069-7.tsv
3.1	Samples	Yes	Methods section describes all sample types (soil, rhizosphere, root endosphere, leaf) and their collection	s41597-024-03069-7.tsv
3.2	Environmental context & geographic location	Yes	Detailed descriptions of both common garden locations (Corvallis and Clatskanie, OR) with soil and climate information	s41597-024-03069-7.tsv
3.3	Relevant dates	Yes	Sampling conducted in September 2020; gardens planted in 2009	s41597-024-03069-7.tsv
3.4	Host	Yes	Detailed description of P. trichocarpa genotypes and selection criteria in Table 1 and Methods	s41597-024-03069-7.tsv
3.5	Ethics	No	No explicit statement about permits or ethical protocols	s41597-024-03069-7.tsv
3.6	Environmental conditions & experimental treatments	Yes	Detailed description of soil conditions, climate, and site histories for both locations	s41597-024-03069-7.tsv
3.7	Sample collection	Yes	Detailed methods for collecting soil, root, rhizosphere and leaf samples	s41597-024-03069-7.tsv
3.8	Eligibility/selection criteria	Yes	Describes criteria for selecting genotypes based on metabolite profiles	s41597-024-03069-7.tsv
3.9	Analytic sample size	Yes	Reports final numbers of samples for each data type (318 metagenomes, 98 transcriptomes, 314 metabolomics)	s41597-024-03069-7.tsv
4.0	Storage & preservation	Yes	Methods describe sample storage on dry ice and at -80°C	s41597-024-03069-7.tsv
4.1	Shipping	Yes	Methods mention shipping samples on dry ice/ice to laboratories	s41597-024-03069-7.tsv
4.2	Extraction methods	Yes	Detailed extraction protocols for DNA, RNA and metabolites	s41597-024-03069-7.tsv
4.3	Experiments & sample processing	Yes	Detailed processing methods for all sample types	s41597-024-03069-7.tsv
4.4	Library preparation	Yes	Describes library prep methods for sequencing	s41597-024-03069-7.tsv
4.5	Depletion, enrichment, & multiplexing	Yes	Details on host DNA depletion methods and sequencing library preparation	s41597-024-03069-7.tsv
4.6	Primer selection	NA	Not applicable as study used shotgun sequencing rather than amplicon sequencing	s41597-024-03069-7.tsv
5.0	Positive controls	No	No mention of positive controls	s41597-024-03069-7.tsv
5.1	Negative controls	Yes	Mentions extraction controls for metabolomics	s41597-024-03069-7.tsv
6.0	Quantification & quality assessments	Yes	Quality assessment methods described for all data types	s41597-024-03069-7.tsv
6.1	Contaminant mitigation & identification	Yes	Methods for minimizing plant DNA contamination described	s41597-024-03069-7.tsv
6.2	Replication	Yes	3 biological replicates described	s41597-024-03069-7.tsv
6.3	Sequencing methods	Yes	Details on Illumina NovaSeq 6000 sequencing provided	s41597-024-03069-7.tsv
6.4	Metabolomics, metaproteomics, & other omics methods	Yes	Detailed metabolomics methods provided	s41597-024-03069-7.tsv
6.5	Contextual & linked datasets	Yes	Links provided to all associated datasets	s41597-024-03069-7.tsv
6.6	Batch effects	Yes	Describes randomization of metabolomics sample injection order	s41597-024-03069-7.tsv
7.0	Bioinformatics analyses	Yes	Details provided on sequence processing pipelines	s41597-024-03069-7.tsv
7.1	Quality control	Yes	QC steps described for all data types	s41597-024-03069-7.tsv
7.2	Normalization	Yes	Describes normalization methods where applicable	s41597-024-03069-7.tsv
7.3	Database information	Yes	References to JGI and other databases used	s41597-024-03069-7.tsv
7.4	Statistical methods	Yes	Statistical methods described where relevant	s41597-024-03069-7.tsv
7.5	Missing data	Yes	Reports on missing samples e.g., 18 missing transcriptome samples	s41597-024-03069-7.tsv
7.6	Bias & confounding variables	Yes	Discusses potential biases in measurements	s41597-024-03069-7.tsv
7.7	Subgroup analysis	NA	No subgroup analyses reported	s41597-024-03069-7.tsv
7.8	Sensitivity analyses	No	No sensitivity analyses reported	s41597-024-03069-7.tsv
7.9	Criteria for significance	Yes	Describes quality thresholds used	s41597-024-03069-7.tsv
8.0	Metadata access	Yes	Provides access info for all metadata	s41597-024-03069-7.tsv
8.1	Host data access	Yes	References to host genome data provided	s41597-024-03069-7.tsv
8.2	Raw data access	Yes	Accession numbers provided for raw data	s41597-024-03069-7.tsv
8.3	Processed data access	Yes	Links to processed data provided	s41597-024-03069-7.tsv
8.4	Software & source code access	Yes	Software versions and access provided	s41597-024-03069-7.tsv
8.5	Reproducible research	Yes	Methods described in reproducible detail	s41597-024-03069-7.tsv
9.0	Descriptive data	Yes	Sample characteristics summarized	s41597-024-03069-7.tsv
10.0	Microbiome sequencing data	Yes	Sequencing results reported	s41597-024-03069-7.tsv
10.1	Metabolomics, proteomics, & other omics data	Yes	Metabolomics results reported	s41597-024-03069-7.tsv
10.2	Statistical analyses	Yes	Statistical results provided where relevant	s41597-024-03069-7.tsv
10.3	Figures, tables, & captions	Yes	Clear figures and tables with detailed captions	s41597-024-03069-7.tsv
11.0	Key results	Yes	Results summarized in relation to objectives	s41597-024-03069-7.tsv
11.1	Interpretation	Yes	Results interpreted in context of field	s41597-024-03069-7.tsv
11.2	Limitations	Yes	Limitations discussed including technical challenges	s41597-024-03069-7.tsv
11.3	Generalizability	Yes	Discusses broader applications	s41597-024-03069-7.tsv
12.0	Ongoing & future work	No	No explicit discussion of future work	s41597-024-03069-7.tsv
13.0	Conclusions	Yes	Clear conclusions provided	s41597-024-03069-7.tsv
14.0	Acknowledgements	Yes	Detailed acknowledgements section	s41597-024-03069-7.tsv
14.1	Funding	Yes	Funding sources and award numbers provided	s41597-024-03069-7.tsv
15.0	Conflicts of interest	Yes	States no competing interests	s41597-024-03069-7.tsv
16.0	Supplementary data & files	Yes	References supplementary materials	s41597-024-03069-7.tsv
17.0	Sample & data availability	Yes	Comprehensive data availability statement	s41597-024-03069-7.tsv
18.0	AI usage	No	No mention of AI usage	s41597-024-03069-7.tsv
1.0	Structured or unstructured abstract	Yes	Unstructured abstract present on p.1 including background, methods, results and conclusions	1-s2.0-S0016706121007540-main.tsv
1.1	Study design	Yes	Study design described in abstract - laboratory incubation study with freeze-thaw cycles	1-s2.0-S0016706121007540-main.tsv
1.2	Environmental & sample information	Yes	Abstract describes permafrost aggregates from mineral soil horizon in Toolik, Alaska	1-s2.0-S0016706121007540-main.tsv
1.3	Host information (if applicable)	NA	No host organisms involved in this study	1-s2.0-S0016706121007540-main.tsv
1.4	Experiments & omics methods	Yes	Abstract describes experimental freeze-thaw cycles and X-ray computed tomography (XCT) methods	1-s2.0-S0016706121007540-main.tsv
1.5	Analyses & results	Yes	Abstract summarizes analyses of pore morphology, connectivity and key results	1-s2.0-S0016706121007540-main.tsv
2.0	Background & rationale	Yes	Introduction provides extensive background on freeze-thaw processes in permafrost and rationale for study	1-s2.0-S0016706121007540-main.tsv
2.1	Hypotheses or questions	Yes	"Research objective and hypothesis stated on p.2: ""We hypothesized that freeze-thaw would increase pore connectivity across all aggregates through the expansion of smaller pore throats"""	1-s2.0-S0016706121007540-main.tsv
3.0	Study design	Yes	Detailed experimental design described in Methods section 2.2-2.3, including laboratory incubation with 5 freeze-thaw cycles	1-s2.0-S0016706121007540-main.tsv
