accession	Package.content	Package.display_name	Status.status	Status.when	access	id	last_update	publication_date	submission_date	owner_name	description	organism_name	taxonomy_id	taxonomy_name	elev	env_broad_scale	env_local_scale	env_package	env_medium	geo_loc_name	host_subject_id	investigation_type	project_name	sample_name	sample_type	samp_store_dur	samp_store_loc	samp_store_temp	diet	host_body_habitat	host_body_product	host_tissue_sampled	host_common_name	host	host_taxid	host_diet	host_life_stage	host_sex	cur_vegetation	ph	oxy_stat_samp	experimental_factor	soil_type	life_stage	sex	host_substrate	chem_administration	gravidity	host_age	host_last_meal	host_family_relationship	substrate	store_cond	density	diss_oxygen	fluor	host_disease	air_temp	drainage_class	cur_land_use	water_content	water_content_soil_meth	local_class	fao_class	link_climate_info	ph_meth	soil_text_measure	samp_vol_we_dna_ext	carb_nitro_ratio	slope_gradient	tot_nitro	tot_org_carb	annual_season_temp	flooding	soil_horizon	link_class_info	soil_texture_meth
SAMEA7723438	Generic.1.0	Generic	live	2020-12-18T17:07:15.667	public	17116642	2021-08-23T00:26:44.000	2020-12-17T00:00:00.000	2020-12-18T16:07:01.843	EBI	playa sample 999	freshwater sediment metagenome	556182	freshwater sediment metagenome	1183	grassland biome	intermittent pond	sediment	lake sediment	USA: State of Texas,Deaf Smith County	999	metagenome	West Texas Playa	qiita_sid_13114:13114.mayer.33.s003	sediment															7.58																																					
SAMEA7723439	Generic.1.0	Generic	live	2020-12-18T17:07:15.963	public	17116643	2021-08-23T00:26:48.000	2020-12-17T00:00:00.000	2020-12-18T16:07:02.140	EBI	playa sample 47519	freshwater sediment metagenome	556182	freshwater sediment metagenome	990	grassland biome	intermittent pond	sediment	lake sediment	USA: State of Texas,Lubbock County	47519	metagenome	West Texas Playa	qiita_sid_13114:13114.mayer.33.s007	sediment															8.28																																					
SAMEA7723440	Generic.1.0	Generic	live	2020-12-18T17:07:16.073	public	17116644	2021-08-23T00:26:48.000	2020-12-17T00:00:00.000	2020-12-18T16:07:02.420	EBI	sediment sample CC1	freshwater sediment metagenome	556182	freshwater sediment metagenome	3212	Small river biome	tributary	sediment	stream sediment	USA: State of Colorado,San Juan County,Animas River	CC1	metagenome	Animas Watershed	qiita_sid_13114:13114.mayer.34.s001	sediment															4.05																																					
SAMEA7723441	Generic.1.0	Generic	live	2020-12-18T17:07:16.387	public	17116645	2021-08-23T00:26:45.000	2020-12-17T00:00:00.000	2020-12-18T16:07:02.716	EBI	sediment sample CC2	freshwater sediment metagenome	556182	freshwater sediment metagenome	3191	Small river biome	tributary	sediment	stream sediment	USA: State of Colorado,San Juan County,Animas River	CC2	metagenome	Animas Watershed	qiita_sid_13114:13114.mayer.34.s002	sediment															5.55																																					
SAMEA7723442	Generic.1.0	Generic	live	2020-12-18T17:07:16.697	public	17116646	2021-08-23T00:26:44.000	2020-12-17T00:00:00.000	2020-12-18T16:07:03.030	EBI	sediment sample A3	freshwater sediment metagenome	556182	freshwater sediment metagenome	1706	Small river biome	tributary	sediment	stream sediment	USA: State of Colorado,San Juan County,Animas River	A3	metagenome	Animas Watershed	qiita_sid_13114:13114.mayer.34.s006	sediment															8.26																																					
SAMEA7723443	Generic.1.0	Generic	live	2020-12-18T17:07:17.040	public	17116647	2021-08-23T00:26:46.000	2020-12-17T00:00:00.000	2020-12-18T16:07:03.390	EBI	Total biomass from Enhanced Biological Phosphorus Removal bioreactor	activated sludge metagenome	942017	activated sludge metagenome	226	urban biome	bioreactor	wastewater/sludge	biosolids	USA:UT	EBPR.R3.AERi	metagenome	Total Nutrient Removal bioreactor	qiita_sid_13114:13114.mcmahon.21.s009	bioreactor biomass															7.9	aerobic																																				
SAMEA7723444	Generic.1.0	Generic	live	2020-12-18T17:07:17.150	public	17116648	2021-08-23T00:26:48.000	2020-12-17T00:00:00.000	2020-12-18T16:07:03.750	EBI	Total biomass from Enhanced Biological Phosphorus Removal bioreactor	activated sludge metagenome	942017	activated sludge metagenome	226	urban biome	bioreactor	wastewater/sludge	biosolids	USA:UT	EBPR.R3.ANA	metagenome	Total Nutrient Removal bioreactor	qiita_sid_13114:13114.mcmahon.21.s010	bioreactor biomass															7.9	anaerobic																																				
SAMEA7723445	Generic.1.0	Generic	live	2020-12-18T17:07:17.243	public	17116649	2021-08-23T00:26:44.000	2020-12-17T00:00:00.000	2020-12-18T16:07:04.046	EBI	10141.D.CTRL.soil.T0.1	soil metagenome	410658	soil metagenome	1624.1	temperate desert biome	desert sand	soil	soil	USA: State of Colorado,City of Boulder	D.CTRL.soil.T0.1	metagenome	Mouse decomposition experiment on contrasting soil types	qiita_sid_13114:13114.metcalf.40.s001	soil															6.53		soil type	desert																																		
SAMEA7723446	Generic.1.0	Generic	live	2020-12-18T17:07:17.557	public	17116650	2021-08-23T00:26:45.000	2020-12-17T00:00:00.000	2020-12-18T16:07:04.326	EBI	10141.F.CTRL.soil.T0.1	soil metagenome	410658	soil metagenome	1624.1	temperate coniferous forest biome	forest soil	soil	soil	USA: State of Colorado,City of Boulder	F.CTRL.soil.T0.1	metagenome	Mouse decomposition experiment on contrasting soil types	qiita_sid_13114:13114.metcalf.40.s005	soil															5.54		soil type	forest																																		
SAMEA7723447	Generic.1.0	Generic	live	2020-12-18T17:07:17.853	public	17116651	2021-08-23T00:26:46.000	2020-12-17T00:00:00.000	2020-12-18T16:07:04.623	EBI	10141.F.CTRL.soil.T4.1	soil metagenome	410658	soil metagenome	1624.1	temperate coniferous forest biome	forest soil	soil	soil	USA: State of Colorado,City of Boulder	F.CTRL.soil.T4.1	metagenome	Mouse decomposition experiment on contrasting soil types	qiita_sid_13114:13114.metcalf.40.s006	soil															6.303333333		soil type	forest																																		
SAMEA7723448	Generic.1.0	Generic	live	2020-12-18T17:07:18.167	public	17116652	2021-08-23T00:26:44.000	2020-12-17T00:00:00.000	2020-12-18T16:07:04.903	EBI	10141.G.CTRL.soil.T0.1	soil metagenome	410658	soil metagenome	1624.1	temperate grassland biome	grassland soil	soil	soil	USA: State of Colorado,City of Boulder	G.CTRL.soil.T0.1	metagenome	Mouse decomposition experiment on contrasting soil types	qiita_sid_13114:13114.metcalf.40.s009	soil															6.78		soil type	grassland																																		
SAMEA7723449	Generic.1.0	Generic	live	2020-12-18T17:07:18.480	public	17116653	2021-08-23T00:26:48.000	2020-12-17T00:00:00.000	2020-12-18T16:07:05.200	EBI	10141.G.CTRL.soil.T4.1	soil metagenome	410658	soil metagenome	1624.1	temperate grassland biome	grassland soil	soil	soil	USA: State of Colorado,City of Boulder	G.CTRL.soil.T4.1	metagenome	Mouse decomposition experiment on contrasting soil types	qiita_sid_13114:13114.metcalf.40.s010	soil															6.303333333		soil type	grassland																																		
SAMEA7723450	Generic.1.0	Generic	live	2020-12-18T17:07:18.777	public	17116654	2021-08-23T00:26:44.000	2020-12-17T00:00:00.000	2020-12-18T16:07:05.483	EBI	10141.G.soil.T4.1	soil metagenome	410658	soil metagenome	1624.1	temperate grassland biome	grassland soil	soil	soil	USA: State of Colorado,City of Boulder	G.soil.T4.1	metagenome	Mouse decomposition experiment on contrasting soil types	qiita_sid_13114:13114.metcalf.40.s011	soil															8.773333333		soil type	grassland																																		
SAMEA7723451	Generic.1.0	Generic	live	2020-12-18T17:07:19.150	public	17116655	2021-08-23T00:26:44.000	2020-12-17T00:00:00.000	2020-12-18T16:07:05.780	EBI	10143.004.4.25.2013.Soil.Head.SiteA	soil metagenome	410658	soil metagenome	113.1	temperate coniferous forest biome	forest soil	soil	soil	USA: State of Texas,City of Huntsville	Soil.Head.SiteA	metagenome	Mouse decomposition experiment on contrasting soil types	qiita_sid_13114:13114.metcalf.40.s013	soil															not provided		soil type	pine forest																																		
SAMEA7723452	Generic.1.0	Generic	live	2020-12-18T17:07:19.447	public	17116656	2021-08-23T00:26:44.000	2020-12-17T00:00:00.000	2020-12-18T16:07:06.060	EBI	10141.D.skin.body.T4.1	mouse skin metagenome	540485	mouse skin metagenome	1624.1	urban biome	animal-associated habitat	host-associated	sebum	USA: State of Colorado,City of Boulder	D.skin.body.T4.1	metagenome	Mouse decomposition experiment on contrasting soil types	qiita_sid_13114:13114.metcalf.81.s001	skin				carnivore	UBERON:skin	UBERON:sebum	UBERON:skin of body	mouse	Mus musculus	10090		adult					soil type	desert	adult	female																																
SAMEA7723453	Generic.1.0	Generic	live	2020-12-18T17:07:19.760	public	17116657	2021-08-23T00:26:44.000	2020-12-17T00:00:00.000	2020-12-18T16:07:06.356	EBI	10141.F.skin.body.T4.1	mouse skin metagenome	540485	mouse skin metagenome	1624.1	urban biome	animal-associated habitat	host-associated	sebum	USA: State of Colorado,City of Boulder	F.skin.body.T4.1	metagenome	Mouse decomposition experiment on contrasting soil types	qiita_sid_13114:13114.metcalf.81.s002	skin				carnivore	UBERON:skin	UBERON:sebum	UBERON:skin of body	mouse	Mus musculus	10090		adult					soil type	forest	adult	female																																
SAMEA7723454	Generic.1.0	Generic	live	2020-12-18T17:07:20.057	public	17116658	2021-08-23T00:26:46.000	2020-12-17T00:00:00.000	2020-12-18T16:07:06.640	EBI	10141.G.skin.body.T4.1	mouse skin metagenome	540485	mouse skin metagenome	1624.1	urban biome	animal-associated habitat	host-associated	sebum	USA: State of Colorado,City of Boulder	G.skin.body.T4.1	metagenome	Mouse decomposition experiment on contrasting soil types	qiita_sid_13114:13114.metcalf.81.s003	skin				carnivore	UBERON:skin	UBERON:sebum	UBERON:skin of body	mouse	Mus musculus	10090		adult					soil type	grassland	adult	female																																
SAMEA7723455	Generic.1.0	Generic	live	2020-12-18T17:07:20.183	public	17116659	2021-08-23T00:26:44.000	2020-12-17T00:00:00.000	2020-12-18T16:07:06.936	EBI	broiler chicken manure	gut metagenome	749906	gut metagenome	782	dense settlement biome	host-associated habitat	host-associated	animal manure	Malawi:Zomba	BM1	metagenome	Malawi fish pond manuring	qiita_sid_13114:13114.minich.76.s001	stool					UBERON:feces	UBERON:feces	UBERON:feces	chicken	Gallus gallus	9031	omnivore																																									
SAMEA7723456	Generic.1.0	Generic	live	2020-12-18T17:07:20.480	public	17116660	2021-08-23T00:26:48.000	2020-12-17T00:00:00.000	2020-12-18T16:07:07.233	EBI	cow manure	gut metagenome	749906	gut metagenome	782	dense settlement biome	host-associated habitat	host-associated	animal manure	Malawi:Zomba	CM1	metagenome	Malawi fish pond manuring	qiita_sid_13114:13114.minich.76.s002	stool					UBERON:feces	UBERON:feces	UBERON:feces	cattle	Bos taurus	9913	herbivore																																									
SAMEA7723457	Generic.1.0	Generic	live	2020-12-18T17:07:20.790	public	17116661	2021-08-23T00:26:44.000	2020-12-17T00:00:00.000	2020-12-18T16:07:07.530	EBI	guinea fowl manure	gut metagenome	749906	gut metagenome	782	dense settlement biome	host-associated habitat	host-associated	animal manure	Malawi:Zomba	GM1	metagenome	Malawi fish pond manuring	qiita_sid_13114:13114.minich.76.s003	stool					UBERON:feces	UBERON:feces	UBERON:feces	helmeted guineafowl	Numida meleagris	8996	omnivore																																									
SAMEA7723458	Generic.1.0	Generic	live	2020-12-18T17:07:21.090	public	17116662	2021-08-23T00:26:46.000	2020-12-17T00:00:00.000	2020-12-18T16:07:07.810	EBI	layer chicken manure	gut metagenome	749906	gut metagenome	782	dense settlement biome	host-associated habitat	host-associated	animal manure	Malawi:Zomba	LM1	metagenome	Malawi fish pond manuring	qiita_sid_13114:13114.minich.76.s004	stool					UBERON:feces	UBERON:feces	UBERON:feces	chicken	Gallus gallus	9031	omnivore																																									
SAMEA7723459	Generic.1.0	Generic	live	2020-12-18T17:07:21.400	public	17116663	2021-08-23T00:26:46.000	2020-12-17T00:00:00.000	2020-12-18T16:07:08.093	EBI	pig manure	gut metagenome	749906	gut metagenome	782	dense settlement biome	host-associated habitat	host-associated	animal manure	Malawi:Zomba	PM1	metagenome	Malawi fish pond manuring	qiita_sid_13114:13114.minich.76.s005	stool					UBERON:feces	UBERON:feces	UBERON:feces	pig	Sus scrofa	9823	omnivore																																									
SAMEA7723460	Generic.1.0	Generic	live	2020-12-18T17:07:21.760	public	17116664	2021-08-23T00:26:48.000	2020-12-17T00:00:00.000	2020-12-18T16:07:08.436	EBI	Top section of symbiotic garden	insect metagenome	1234904	insect metagenome	62	tropical broadleaf forest biome	insecta-associated habitat	host-associated	organic material	Costa Rica:Puerto Viejo,La Selva Biological Station	gardentop.1	metagenome	Pinto insects from Costa Rica: bees, leaf-cutter ants	qiita_sid_13114:13114.pinto.63.s001	fungus garden			-80					zompopas		12957			female								leaf material																															
SAMEA7723461	Generic.1.0	Generic	live	2020-12-18T17:07:22.137	public	17116665	2021-08-23T00:26:45.000	2020-12-17T00:00:00.000	2020-12-18T16:07:08.780	EBI	Top section of symbiotic garden	insect metagenome	1234904	insect metagenome	51	tropical broadleaf forest biome	insecta-associated habitat	host-associated	organic material	Costa Rica:Puerto Viejo,La Selva Biological Station	gardentop.2	metagenome	Pinto insects from Costa Rica: bees, leaf-cutter ants	qiita_sid_13114:13114.pinto.63.s003	fungus garden			-80					zompopas		12957			female								leaf material																															
SAMEA7723462	Generic.1.0	Generic	live	2020-12-18T17:07:22.493	public	17116666	2021-08-23T00:26:46.000	2020-12-17T00:00:00.000	2020-12-18T16:07:09.123	EBI	Botton section symbiotic garden	insect metagenome	1234904	insect metagenome	51	tropical broadleaf forest biome	insecta-associated habitat	host-associated	organic material	Costa Rica:Puerto Viejo,La Selva Biological Station	gardenbotton.2	metagenome	Pinto insects from Costa Rica: bees, leaf-cutter ants	qiita_sid_13114:13114.pinto.63.s004	fungus garden			-80					zompopas		12957			female								leaf material																															
SAMEA7723463	Generic.1.0	Generic	live	2020-12-18T17:07:22.853	public	17116667	2021-08-23T00:26:44.000	2020-12-17T00:00:00.000	2020-12-18T16:07:09.466	EBI	Top section of symbiotic garden	insect metagenome	1234904	insect metagenome	29	tropical broadleaf forest biome	insecta-associated habitat	host-associated	organic material	Costa Rica:Carara National Park	gardentop.4	metagenome	Pinto insects from Costa Rica: bees, leaf-cutter ants	qiita_sid_13114:13114.pinto.63.s007	fungus garden			-80					zompopas		520822			female								leaf material																															
SAMEA7723464	Generic.1.0	Generic	live	2020-12-18T17:07:23.213	public	17116668	2021-08-23T00:26:44.000	2020-12-17T00:00:00.000	2020-12-18T16:07:09.810	EBI	Botton section symbiotic garden	insect metagenome	1234904	insect metagenome	29	tropical broadleaf forest biome	insecta-associated habitat	host-associated	organic material	Costa Rica:Carara National Park	gardenbotton.4	metagenome	Pinto insects from Costa Rica: bees, leaf-cutter ants	qiita_sid_13114:13114.pinto.63.s008	fungus garden			-80					zompopas		520822			female								leaf material																															
SAMEA7723465	Generic.1.0	Generic	live	2020-12-18T17:07:23.573	public	17116669	2021-08-23T00:26:48.000	2020-12-17T00:00:00.000	2020-12-18T16:07:09.903	EBI	Top section of symbiotic garden	insect metagenome	1234904	insect metagenome	44	tropical broadleaf forest biome	insecta-associated habitat	host-associated	organic material	Costa Rica:Carara National Park	gardentop.5	metagenome	Pinto insects from Costa Rica: bees, leaf-cutter ants	qiita_sid_13114:13114.pinto.63.s011	fungus garden			-80					zompopas		520822			female								leaf material																															
SAMEA7723466	Generic.1.0	Generic	live	2020-12-18T17:07:23.870	public	17116670	2021-08-23T00:26:45.000	2020-12-17T00:00:00.000	2020-12-18T16:07:10.186	EBI	Refuse dump top	insect metagenome	1234904	insect metagenome	44	tropical broadleaf forest biome	insecta-associated habitat	host-associated	organic material	Costa Rica:Carara National Park	toprefusedump.5	metagenome	Pinto insects from Costa Rica: bees, leaf-cutter ants	qiita_sid_13114:13114.pinto.63.s013	fungus garden dump			-80					zompopas		520822			female								leaf material																															
SAMEA7723467	Generic.1.0	Generic	live	2020-12-18T17:07:24.243	public	17116671	2021-08-23T00:26:44.000	2020-12-17T00:00:00.000	2020-12-18T16:07:10.483	EBI	Refuse dump bottom	insect metagenome	1234904	insect metagenome	44	tropical broadleaf forest biome	insecta-associated habitat	host-associated	organic material	Costa Rica:Carara National Park	bottomrefusedump.5	metagenome	Pinto insects from Costa Rica: bees, leaf-cutter ants	qiita_sid_13114:13114.pinto.63.s014	fungus garden dump			-80					zompopas		520822			female								leaf material																															
SAMEA7723468	Generic.1.0	Generic	live	2020-12-18T17:07:24.603	public	17116672	2021-08-23T00:26:44.000	2020-12-17T00:00:00.000	2020-12-18T16:07:10.560	EBI	Top section of symbiotic garden	insect metagenome	1234904	insect metagenome	42	tropical broadleaf forest biome	insecta-associated habitat	host-associated	organic material	Costa Rica:Carara National Park	gardentop.6	metagenome	Pinto insects from Costa Rica: bees, leaf-cutter ants	qiita_sid_13114:13114.pinto.63.s015	fungus garden			-80					zompopas		520822			female								leaf material																															
